<<<<<<< HEAD
CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimHarvestDate,Rain,Radn,MaxT,MinT,ThermalTime,AccEmTT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,id_trial
1,1,Field,2019-05-10 12:00:00,2019,130,Germinating,1,NA,NA,3.369999885559082,11.033449172973633,15.199999809265137,8.829999923706055,2.196263762557507,0,0,0.2014999866485596,1,0.2014999866485596,1,NA,Simulation,37
1,1,Field,2019-05-11 12:00:00,2019,131,Germinating,1,NA,NA,6.599999904632568,9.322076797485352,11.789999961853027,6.730000019073486,0.45224686317145824,0,0,0,1,0,1,NA,Simulation,37
1,1,Field,2019-05-12 12:00:00,2019,132,Germinating,1,NA,NA,0,11.123537063598633,12.199999809265137,7.789999961853027,0.6839164190292357,0,0,0,1,0,1,NA,Simulation,37
1,1,Field,2019-05-13 12:00:00,2019,133,Germinating,1,NA,NA,0,23.74869728088379,18.15999984741211,6.78000020980835,3.167178091183305,0,0,0.24700000286102297,1,0.24700000286102297,1,NA,Simulation,37
1,1,Field,2019-05-14 12:00:00,2019,134,Germinating,1,NA,NA,0,27.03887939453125,21.959999084472656,6.349999904632568,4.823738629594445,0,0,0.41549994945526125,1,0.41549994945526125,1,NA,Simulation,37
1,1,Field,2019-05-15 12:00:00,2019,135,Germinating,1,NA,NA,6.670000076293945,19.08686637878418,22.520000457763672,8.850000381469727,5.747670183980464,0,0,0.5685000419616699,1,0.5685000419616699,1,NA,Simulation,37
1,1,Field,2019-05-16 12:00:00,2019,136,Germinating,1,NA,NA,0,27.45101547241211,30.049999237060547,11.859999656677246,10.954999446868896,0,0,1,1,1,1,NA,Simulation,37
1,1,Field,2019-05-17 12:00:00,2019,137,Germinating,1,NA,NA,0,26.211898803710938,30.889999389648438,14.529999732971191,12.559993036335706,0,0,1,1,1,1,NA,Simulation,37
1,1,Field,2019-05-18 12:00:00,2019,138,Germinating,1,NA,NA,0,21.808557510375977,30.040000915527344,18.290000915527344,14.165000915527344,0,0,1,1,1,1,NA,Simulation,37
1,1,Field,2019-05-19 12:00:00,2019,139,Germinating,1,NA,NA,9.229999542236328,12.21528148651123,25.1200008392334,17.440000534057617,11.280000686645508,0,0,1,1,1,1,NA,Simulation,37
